bin,Category3,NR_SAMPLE198,NR_SAMPLE200,NR_SAMPLE201,NR_SAMPLE202,NR_SAMPLE203,NR_SAMPLE204,CONTRL_SAMPLE205,CONTRL_SAMPLE209,CONTRL_SAMPLE210,CONTRL_SAMPLE211,CONTRL_SAMPLE212,CONTRL_SAMPLE213
Actinobacteria,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],11.59598268719,37.01817507999999,10.639293153290001,30.749564928599998,48.079043541539995,27.889879793279995,8.16964647474,102.87641561088,12.9234232863,133.04233601597997,15.817871252399998,15.06719868944
Actinobacteria,00020 Citrate cycle (TCA cycle) [PATH:ko00020],11.462404981439999,26.354249341000003,14.99396613753,15.01460642472,22.94043579234,24.416436690239998,4.8479694786600005,34.78876537824,10.87866408318,40.17082915502,15.279202353099999,15.401139304059997
Actinobacteria,00030 Pentose phosphate pathway [PATH:ko00030],8.84612516505,9.03107854,6.5414942256,17.68344412128,27.58062801978,9.432801936,4.19509891296,44.52792126144,8.83791637706,72.07943007628,15.7384959252,6.928598592039999
Actinobacteria,00040 Pentose and glucuronate interconversions [PATH:ko00040],4.66907678437,9.617926409999999,5.48000241619,5.55995885886,6.433758608310001,7.39804755168,4.136788044299999,13.4084544384,7.02036909064,18.80601594078,5.761615627249999,5.743778536119999
Actinobacteria,00051 Fructose and mannose metabolism [PATH:ko00051],4.294184609709999,15.596997404000001,4.18335066856,23.2164437407,32.15267150733,10.513064071679999,1.8618227509399998,80.01101415648002,1.51764693222,105.93568827868,1.6579983888999998,5.77267691382
Actinobacteria,00052 Galactose metabolism [PATH:ko00052],10.7917258626,38.002110433,15.55652388627,24.256564290700002,29.79811495683,17.43831662112,7.0796685996,57.024522142079995,12.581149667560002,74.01624274756,16.504249224949998,14.902168443899999
Actinobacteria,00061 Fatty acid biosynthesis [PATH:ko00061],6.40623029319,0.46984967899999996,2.59308622108,4.54710315052,5.12621369667,0.16733944992,0.0,18.74866152768,6.49534156772,18.42138155856,12.273671910850002,11.208358775139999
Actinobacteria,00071 Fatty acid degradation [PATH:ko00071],0.0,0.455681818,0.0,3.41923484896,3.67837499997,1.0054545456,0.18408333302,8.22109090944,0.0,14.6604393928,0.0629734850499999,0.56791666698
Actinobacteria,00120 Primary bile acid biosynthesis [PATH:ko00120],1.30968631469,3.264900183,1.58288557212,3.8029974178,4.0795369362,1.49189042112,0.58551243768,8.65490270208,1.124258706,11.51345198356,0.53880597005,1.45684312622
Actinobacteria,00121 Secondary bile acid biosynthesis [PATH:ko00121],1.30968631469,3.264900183,1.58288557212,3.8029974178,4.0795369362,1.49189042112,0.58551243768,8.65490270208,1.124258706,11.51345198356,0.53880597005,1.45684312622
Actinobacteria,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],2.6613362378199996,8.296098236999999,1.80788737061,2.61449792058,2.27555555634,7.29554367168,0.9988314519399999,3.12812834304,0.13652868508,1.8076397964,5.823116789,4.597169076
Actinobacteria,00190 Oxidative phosphorylation [PATH:ko00190],4.29236747185,22.297839802,14.79013065957,10.03013639684,14.168848774410002,20.38823454528,2.37367136482,22.49614489344,3.8316022552799995,17.846855902919998,11.220694243099999,14.16739171798
Actinobacteria,00220 Arginine biosynthesis [PATH:ko00220],5.18118886443,24.448396694000003,21.856747337580003,26.54032327744,32.78244524346,32.75519200224,7.6833492961799985,82.62876357792001,13.68236347832,90.29017932722,27.08521255225,22.16482451982001
Actinobacteria,00230 Purine metabolism [PATH:ko00230],7.17064065753,58.08714485499999,17.966052747109998,24.331782374760003,48.01109086917,23.99868661728,6.89293011344,62.813120343360005,10.325598064479998,72.69597760754002,20.97297156815,17.236934067880004
Actinobacteria,00240 Pyrimidine metabolism [PATH:ko00240],8.16394358348,22.76933889,7.21577798957,23.634877135660002,30.944679367139997,14.428053834239998,4.66272021194,72.52534461312,7.0960363834399995,86.6472360721,10.4448843469,13.433386427500002
Actinobacteria,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",4.310336582169999,36.198549794,12.480058446920001,21.421664840520002,31.520800090890003,28.461679775999997,8.64599131682,69.66517994016,4.556813826959999,83.64183019856,11.099759138600001,14.540261023540001
Actinobacteria,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]",5.651169799590001,19.897646975,10.92392516828,13.72673713446,15.56401132935,16.40156730144,3.2101484720399998,39.044312353920006,7.3202828454799995,43.36538137642,12.986747970899998,13.11475405034
Actinobacteria,00261 Monobactam biosynthesis [PATH:ko00261],0.8032302183,24.983620016,0.36599537055,3.4800225731600003,12.20933712042,0.2622222220799999,0.16582251044,8.81411911296,0.0,12.15880432868,0.2166087960499999,0.2451731603399999
Actinobacteria,00270 Cysteine and methionine metabolism [PATH:ko00270],27.042129431499994,32.227795506,15.57243634924,18.94044681704,39.965890206329995,18.32491718592,11.340849414800001,61.004660424959994,13.936896126539999,77.94791664426,19.262480247150002,18.930320410899995
Actinobacteria,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]",33.46420312172,4.790512273,10.69503411502,6.0707462935,10.95500821437,3.9122216188799994,16.33196635166,9.44432900736,6.20515284984,7.009792930680001,4.20424000145,16.90830987424
Actinobacteria,00300 Lysine biosynthesis [PATH:ko00300],25.96444190942,68.945065721,21.82209579284,27.402132191419998,47.89771920054,31.65164203296,17.81411289984,61.55817662112,9.383022739900001,63.7646003797,20.743393814799997,25.575467473739995
Actinobacteria,00330 Arginine and proline metabolism [PATH:ko00330],3.50943680051,24.173712932999997,8.85451105755,17.2175081183,23.012203334669998,15.19776223296,3.22299665336,51.8878325904,7.66516636106,55.95340255866,16.671408378749998,11.28105679876
Actinobacteria,00332 Carbapenem biosynthesis [PATH:ko00332],0.0,3.2097294090000004,0.0,5.8226050897,6.326719195500001,2.0105272262400002,0.0,20.4134023296,0.0,23.498239286,0.0,0.1257961495399998
